pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
35,Ontario,Ontario,2020-10-30,74715,0,3127,74715,896,512.92
24,Quebec,Québec,2020-10-30,104952,0,6231,104952,1108,1236.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-30,291,0,4,291,0,55.8
13,New Brunswick,Nouveau-Brunswick,2020-10-30,342,0,6,342,1,44.03
12,Nova Scotia,Nouvelle-Écosse,2020-10-30,1104,0,65,1104,2,113.65
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-30,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-10-30,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-30,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-10-30,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-10-30,13,0,0,13,0,
1,Canada,Canada,2020-10-30,231999,0,10110,231999,3457,617.19
59,British Columbia,Colombie-Britannique,2020-10-31,14733,0,263,14733,352,290.52
48,Alberta,Alberta,2020-10-31,28245,0,323,28245,581,646.14
47,Saskatchewan,Saskatchewan,2020-10-31,3144,0,25,3144,78,267.7
46,Manitoba,Manitoba,2020-10-31,5723,0,67,5723,349,417.9
35,Ontario,Ontario,2020-10-31,75730,0,3136,75730,1015,519.89
24,Quebec,Québec,2020-10-31,106016,0,6246,106016,1064,1249.46
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-31,291,0,4,291,0,55.8
13,New Brunswick,Nouveau-Brunswick,2020-10-31,343,0,6,343,1,44.15
12,Nova Scotia,Nouvelle-Écosse,2020-10-31,1109,0,65,1109,5,114.17
11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-31,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-10-31,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-10-31,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-10-31,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-10-31,13,0,0,13,0,
1,Canada,Canada,2020-10-31,235444,0,10136,235444,3445,626.36
59,British Columbia,Colombie-Britannique,2020-11-01,15122,0,263,15122,389,298.19
48,Alberta,Alberta,2020-11-01,28770,0,323,28770,525,658.15
47,Saskatchewan,Saskatchewan,2020-11-01,3218,0,25,3218,74,274.0
46,Manitoba,Manitoba,2020-11-01,6034,0,75,6034,311,440.61
35,Ontario,Ontario,2020-11-01,76707,0,3145,76707,977,526.6
24,Quebec,Québec,2020-11-01,106981,0,6272,106981,965,1260.83
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-01,291,0,4,291,0,55.8
13,New Brunswick,Nouveau-Brunswick,2020-11-01,344,0,6,344,1,44.28
12,Nova Scotia,Nouvelle-Écosse,2020-11-01,1111,0,65,1111,2,114.37
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-01,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-11-01,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-01,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-01,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-11-01,13,0,0,13,0,
1,Canada,Canada,2020-11-01,238688,0,10179,238688,3244,634.99
59,British Columbia,Colombie-Britannique,2020-11-02,15501,0,269,15501,379,305.66
48,Alberta,Alberta,2020-11-02,29362,0,323,29362,592,671.7
47,Saskatchewan,Saskatchewan,2020-11-02,3292,0,25,3292,74,280.3
46,Manitoba,Manitoba,2020-11-02,6275,0,80,6275,241,458.21
35,Ontario,Ontario,2020-11-02,77655,0,3152,77655,948,533.11
24,Quebec,Québec,2020-11-02,108018,0,6283,108018,1037,1273.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-02,291,0,4,291,0,55.8
13,New Brunswick,Nouveau-Brunswick,2020-11-02,344,0,6,344,0,44.28
12,Nova Scotia,Nouvelle-Écosse,2020-11-02,1113,0,65,1113,2,114.58
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-02,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-11-02,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-02,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-02,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-11-02,13,0,0,13,0,
1,Canada,Canada,2020-11-02,241961,0,10208,241961,3273,643.7
59,British Columbia,Colombie-Britannique,2020-11-03,15800,0,272,15800,299,311.55
48,Alberta,Alberta,2020-11-03,29932,0,338,29932,570,684.74
47,Saskatchewan,Saskatchewan,2020-11-03,3373,0,25,3373,81,287.2
46,Manitoba,Manitoba,2020-11-03,6377,0,85,6377,102,465.66
35,Ontario,Ontario,2020-11-03,78705,0,3166,78705,1050,540.31
24,Quebec,Québec,2020-11-03,108889,0,6317,108889,871,1283.32
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-03,291,0,4,291,0,55.8
13,New Brunswick,Nouveau-Brunswick,2020-11-03,344,0,6,344,0,44.28
12,Nova Scotia,Nouvelle-Écosse,2020-11-03,1114,0,65,1114,1,114.68
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-03,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-11-03,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-03,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-03,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-11-03,13,0,0,13,0,
1,Canada,Canada,2020-11-03,244935,0,10279,244935,2974,651.61
59,British Columbia,Colombie-Britannique,2020-11-04,16135,0,273,16135,335,318.16
48,Alberta,Alberta,2020-11-04,30447,0,343,30447,515,696.52
47,Saskatchewan,Saskatchewan,2020-11-04,3408,0,25,3408,35,290.18
46,Manitoba,Manitoba,2020-11-04,6751,0,87,6751,374,492.97
35,Ontario,Ontario,2020-11-04,79692,0,3182,79692,987,547.09
24,Quebec,Québec,2020-11-04,109918,0,6350,109918,1029,1295.44
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-04,292,0,4,292,1,55.99
13,New Brunswick,Nouveau-Brunswick,2020-11-04,347,0,6,347,3,44.67
12,Nova Scotia,Nouvelle-Écosse,2020-11-04,1118,0,65,1118,4,115.09
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-04,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-11-04,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-04,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-04,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-11-04,13,0,0,13,0,
1,Canada,Canada,2020-11-04,248218,0,10336,248218,3283,660.34
59,British Columbia,Colombie-Britannique,2020-11-05,16560,0,273,16560,425,326.54
48,Alberta,Alberta,2020-11-05,31249,0,343,31249,802,714.86
47,Saskatchewan,Saskatchewan,2020-11-05,3536,0,25,3536,128,301.07
46,Manitoba,Manitoba,2020-11-05,7177,0,91,7177,426,524.07
35,Ontario,Ontario,2020-11-05,80690,0,3195,80690,998,553.94
24,Quebec,Québec,2020-11-05,111056,0,6378,111056,1138,1308.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-05,294,0,4,294,2,56.37
13,New Brunswick,Nouveau-Brunswick,2020-11-05,349,0,6,349,2,44.93
12,Nova Scotia,Nouvelle-Écosse,2020-11-05,1119,0,65,1119,1,115.2
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-05,64,0,0,64,0,40.78
60,Yukon,Yukon,2020-11-05,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-05,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-05,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-11-05,13,0,0,13,0,
1,Canada,Canada,2020-11-05,252140,0,10381,252140,3922,670.78
59,British Columbia,Colombie-Britannique,2020-11-06,17149,0,275,17149,589,338.16
48,Alberta,Alberta,2020-11-06,31858,0,352,31858,609,728.8
47,Saskatchewan,Saskatchewan,2020-11-06,3623,0,25,3623,87,308.48
46,Manitoba,Manitoba,2020-11-06,7419,0,96,7419,242,541.74
35,Ontario,Ontario,2020-11-06,81693,0,3209,81693,1003,560.83
24,Quebec,Québec,2020-11-06,112189,0,6403,112189,1133,1322.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-06,294,0,4,294,0,56.37
13,New Brunswick,Nouveau-Brunswick,2020-11-06,350,0,6,350,1,45.06
12,Nova Scotia,Nouvelle-Écosse,2020-11-06,1121,0,65,1121,2,115.4
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-06,66,0,0,66,2,42.05
60,Yukon,Yukon,2020-11-06,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-06,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-06,1,0,0,1,1,2.58
99,Repatriated travellers,Voyageurs rapatriés,2020-11-06,13,0,0,13,0,
1,Canada,Canada,2020-11-06,255809,0,10436,255809,3669,680.54
59,British Columbia,Colombie-Britannique,2020-11-07,17716,0,276,17716,567,349.34
48,Alberta,Alberta,2020-11-07,32777,0,357,32777,919,749.82
47,Saskatchewan,Saskatchewan,2020-11-07,3738,0,27,3738,115,318.27
46,Manitoba,Manitoba,2020-11-07,7689,0,103,7689,270,561.46
35,Ontario,Ontario,2020-11-07,82825,0,3220,82825,1132,568.6
24,Quebec,Québec,2020-11-07,113423,0,6431,113423,1234,1336.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-07,296,0,4,296,2,56.75
13,New Brunswick,Nouveau-Brunswick,2020-11-07,353,0,6,353,3,45.44
12,Nova Scotia,Nouvelle-Écosse,2020-11-07,1125,0,65,1125,4,115.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-07,66,0,0,66,0,42.05
60,Yukon,Yukon,2020-11-07,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-07,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-07,1,0,0,1,0,2.58
99,Repatriated travellers,Voyageurs rapatriés,2020-11-07,13,0,0,13,0,
1,Canada,Canada,2020-11-07,260055,0,10490,260055,4246,691.83
59,British Columbia,Colombie-Britannique,2020-11-08,18252,0,276,18252,536,359.91
48,Alberta,Alberta,2020-11-08,33504,0,363,33504,727,766.45
47,Saskatchewan,Saskatchewan,2020-11-08,3897,0,28,3897,159,331.81
46,Manitoba,Manitoba,2020-11-08,8130,0,106,8130,441,593.66
35,Ontario,Ontario,2020-11-08,84153,0,3233,84153,1328,577.71
24,Quebec,Québec,2020-11-08,114820,0,6440,114820,1397,1353.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-08,297,0,4,297,1,56.95
13,New Brunswick,Nouveau-Brunswick,2020-11-08,354,0,6,354,1,45.57
12,Nova Scotia,Nouvelle-Écosse,2020-11-08,1128,0,65,1128,3,116.12
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-08,66,0,0,66,0,42.05
60,Yukon,Yukon,2020-11-08,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-08,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-08,2,0,0,2,1,5.16
99,Repatriated travellers,Voyageurs rapatriés,2020-11-08,13,0,0,13,0,
1,Canada,Canada,2020-11-08,264649,0,10522,264649,4594,704.05
59,British Columbia,Colombie-Britannique,2020-11-09,18714,0,281,18714,462,369.02
48,Alberta,Alberta,2020-11-09,34160,0,369,34160,656,781.46
47,Saskatchewan,Saskatchewan,2020-11-09,4087,0,29,4087,190,347.99
46,Manitoba,Manitoba,2020-11-09,8495,0,109,8495,365,620.32
35,Ontario,Ontario,2020-11-09,85395,0,3245,85395,1242,586.24
24,Quebec,Québec,2020-11-09,115989,0,6455,115989,1169,1366.99
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-09,297,0,4,297,0,56.95
13,New Brunswick,Nouveau-Brunswick,2020-11-09,355,0,6,355,1,45.7
12,Nova Scotia,Nouvelle-Écosse,2020-11-09,1129,0,65,1129,1,116.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-09,66,0,0,66,0,42.05
60,Yukon,Yukon,2020-11-09,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-09,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-09,2,0,0,2,0,5.16
99,Repatriated travellers,Voyageurs rapatriés,2020-11-09,13,0,0,13,0,
1,Canada,Canada,2020-11-09,268735,0,10564,268735,4086,714.92
59,British Columbia,Colombie-Britannique,2020-11-10,19239,0,284,19239,525,379.37
48,Alberta,Alberta,2020-11-10,34873,0,376,34873,713,797.77
47,Saskatchewan,Saskatchewan,2020-11-10,4214,0,29,4214,127,358.8
46,Manitoba,Manitoba,2020-11-10,8878,0,114,8878,383,648.28
35,Ontario,Ontario,2020-11-10,86783,0,3260,86783,1388,595.77
24,Quebec,Québec,2020-11-10,117151,0,6493,117151,1162,1380.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-10,297,0,4,297,0,56.95
13,New Brunswick,Nouveau-Brunswick,2020-11-10,355,0,6,355,0,45.7
12,Nova Scotia,Nouvelle-Écosse,2020-11-10,1132,0,65,1132,3,116.53
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-10,67,0,0,67,1,42.69
60,Yukon,Yukon,2020-11-10,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-10,10,0,0,10,0,22.31
62,Nunavut,Nunavut,2020-11-10,2,0,0,2,0,5.16
99,Repatriated travellers,Voyageurs rapatriés,2020-11-10,13,0,0,13,0,
1,Canada,Canada,2020-11-10,273037,0,10632,273037,4302,726.37
59,British Columbia,Colombie-Britannique,2020-11-11,19774,0,284,19774,535,389.92
48,Alberta,Alberta,2020-11-11,35545,0,383,35545,672,813.14
47,Saskatchewan,Saskatchewan,2020-11-11,4326,0,29,4326,112,368.34
46,Manitoba,Manitoba,2020-11-11,9308,0,123,9308,430,679.68
35,Ontario,Ontario,2020-11-11,88209,0,3275,88209,1426,605.56
24,Quebec,Québec,2020-11-11,118529,0,6515,118529,1378,1396.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-11,298,0,4,298,1,57.14
13,New Brunswick,Nouveau-Brunswick,2020-11-11,355,0,6,355,0,45.7
12,Nova Scotia,Nouvelle-Écosse,2020-11-11,1134,0,65,1134,2,116.74
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-11,68,0,0,68,1,43.33
60,Yukon,Yukon,2020-11-11,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-11,11,0,0,11,1,24.54
62,Nunavut,Nunavut,2020-11-11,3,0,0,3,1,7.74
99,Repatriated travellers,Voyageurs rapatriés,2020-11-11,13,0,0,13,0,
1,Canada,Canada,2020-11-11,277596,0,10685,277596,4559,738.5
59,British Columbia,Colombie-Britannique,2020-11-12,20368,0,288,20368,594,401.63
48,Alberta,Alberta,2020-11-12,36405,0,393,36405,860,832.82
47,Saskatchewan,Saskatchewan,2020-11-12,4437,0,29,4437,111,377.79
46,Manitoba,Manitoba,2020-11-12,9782,0,132,9782,474,714.29
35,Ontario,Ontario,2020-11-12,89784,0,3293,89784,1575,616.37
24,Quebec,Québec,2020-11-12,119894,0,6557,119894,1365,1413.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-12,298,0,4,298,0,57.14
13,New Brunswick,Nouveau-Brunswick,2020-11-12,356,0,6,356,1,45.83
12,Nova Scotia,Nouvelle-Écosse,2020-11-12,1134,0,65,1134,0,116.74
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-12,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-12,24,0,1,24,1,58.75
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-12,11,0,0,11,0,24.54
62,Nunavut,Nunavut,2020-11-12,3,0,0,3,0,7.74
99,Repatriated travellers,Voyageurs rapatriés,2020-11-12,13,0,0,13,0,
1,Canada,Canada,2020-11-12,282577,0,10768,282577,4981,751.75
59,British Columbia,Colombie-Britannique,2020-11-13,20985,0,290,20985,617,413.8
48,Alberta,Alberta,2020-11-13,37312,0,398,37312,907,853.56
47,Saskatchewan,Saskatchewan,2020-11-13,4513,0,29,4513,76,384.26
46,Manitoba,Manitoba,2020-11-13,10216,0,137,10216,434,745.98
35,Ontario,Ontario,2020-11-13,91180,0,3312,91180,1396,625.95
24,Quebec,Québec,2020-11-13,121195,0,6586,121195,1301,1428.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-13,299,0,4,299,1,57.33
13,New Brunswick,Nouveau-Brunswick,2020-11-13,358,0,6,358,2,46.08
12,Nova Scotia,Nouvelle-Écosse,2020-11-13,1136,0,65,1136,2,116.95
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-13,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-13,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-13,15,0,0,15,4,33.46
62,Nunavut,Nunavut,2020-11-13,4,0,0,4,1,10.31
99,Repatriated travellers,Voyageurs rapatriés,2020-11-13,13,0,0,13,0,
1,Canada,Canada,2020-11-13,287318,0,10828,287318,4741,764.36
59,British Columbia,Colombie-Britannique,2020-11-14,21639,0,290,21639,654,426.69
48,Alberta,Alberta,2020-11-14,38338,0,401,38338,1026,877.04
47,Saskatchewan,Saskatchewan,2020-11-14,4820,0,29,4820,307,410.4
46,Manitoba,Manitoba,2020-11-14,10453,0,152,10453,237,763.29
35,Ontario,Ontario,2020-11-14,92761,0,3332,92761,1581,636.81
24,Quebec,Québec,2020-11-14,122643,0,6611,122643,1448,1445.42
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-14,301,0,4,301,2,57.71
13,New Brunswick,Nouveau-Brunswick,2020-11-14,364,0,6,364,6,46.86
12,Nova Scotia,Nouvelle-Écosse,2020-11-14,1142,0,65,1142,6,117.56
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-14,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-14,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-14,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-14,4,0,0,4,0,10.31
99,Repatriated travellers,Voyageurs rapatriés,2020-11-14,13,0,0,13,0,
1,Canada,Canada,2020-11-14,292585,0,10891,292585,5267,778.37
59,British Columbia,Colombie-Britannique,2020-11-15,22298,0,290,22298,659,439.69
48,Alberta,Alberta,2020-11-15,39329,0,407,39329,991,899.71
47,Saskatchewan,Saskatchewan,2020-11-15,5001,0,31,5001,181,425.81
46,Manitoba,Manitoba,2020-11-15,10947,0,162,10947,494,799.36
35,Ontario,Ontario,2020-11-15,94009,0,3361,94009,1248,645.38
24,Quebec,Québec,2020-11-15,123854,0,6626,123854,1211,1459.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-15,303,0,4,303,2,58.1
13,New Brunswick,Nouveau-Brunswick,2020-11-15,367,0,6,367,3,47.24
12,Nova Scotia,Nouvelle-Écosse,2020-11-15,1144,0,65,1144,2,117.77
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-15,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-15,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-15,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-15,18,0,0,18,14,46.42
99,Repatriated travellers,Voyageurs rapatriés,2020-11-15,13,0,0,13,0,
1,Canada,Canada,2020-11-15,297390,0,10953,297390,4805,791.16
59,British Columbia,Colombie-Britannique,2020-11-16,22944,0,299,22944,646,452.43
48,Alberta,Alberta,2020-11-16,40189,0,427,40189,860,919.38
47,Saskatchewan,Saskatchewan,2020-11-16,5182,0,31,5182,181,441.22
46,Manitoba,Manitoba,2020-11-16,11339,0,172,11339,392,827.99
35,Ontario,Ontario,2020-11-16,95496,0,3371,95496,1487,655.58
24,Quebec,Québec,2020-11-16,125072,0,6651,125072,1218,1474.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-16,303,0,4,303,0,58.1
13,New Brunswick,Nouveau-Brunswick,2020-11-16,375,0,6,375,8,48.27
12,Nova Scotia,Nouvelle-Écosse,2020-11-16,1146,0,65,1146,2,117.97
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-16,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-16,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-16,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-16,26,0,0,26,8,67.04
99,Repatriated travellers,Voyageurs rapatriés,2020-11-16,13,0,0,13,0,
1,Canada,Canada,2020-11-16,302192,0,11027,302192,4802,803.93
59,British Columbia,Colombie-Britannique,2020-11-17,23661,0,310,23661,717,466.56
48,Alberta,Alberta,2020-11-17,40962,0,432,40962,773,937.06
47,Saskatchewan,Saskatchewan,2020-11-17,5422,0,31,5422,240,461.66
46,Manitoba,Manitoba,2020-11-17,11608,0,179,11608,269,847.63
35,Ontario,Ontario,2020-11-17,96745,0,3383,96745,1249,664.16
24,Quebec,Québec,2020-11-17,126054,0,6675,126054,982,1485.62
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-17,305,0,4,305,2,58.48
13,New Brunswick,Nouveau-Brunswick,2020-11-17,379,0,6,379,4,48.79
12,Nova Scotia,Nouvelle-Écosse,2020-11-17,1151,0,65,1151,5,118.49
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-17,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-17,25,0,1,25,1,61.19
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-17,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-17,60,0,0,60,34,154.72
99,Repatriated travellers,Voyageurs rapatriés,2020-11-17,13,0,0,13,0,
1,Canada,Canada,2020-11-17,306468,0,11086,306468,4276,815.31
59,British Columbia,Colombie-Britannique,2020-11-18,24422,0,320,24422,761,481.57
48,Alberta,Alberta,2020-11-18,41692,0,443,41692,730,953.76
47,Saskatchewan,Saskatchewan,2020-11-18,5553,0,32,5553,131,472.81
46,Manitoba,Manitoba,2020-11-18,12007,0,190,12007,399,876.77
35,Ontario,Ontario,2020-11-18,98162,0,3415,98162,1417,673.89
24,Quebec,Québec,2020-11-18,127233,0,6710,127233,1179,1499.51
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-18,307,0,4,307,2,58.86
13,New Brunswick,Nouveau-Brunswick,2020-11-18,388,0,6,388,9,49.95
12,Nova Scotia,Nouvelle-Écosse,2020-11-18,1154,0,65,1154,3,118.8
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-18,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-18,25,0,1,25,0,61.19
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-18,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-18,70,0,0,70,10,180.51
99,Repatriated travellers,Voyageurs rapatriés,2020-11-18,13,0,0,13,0,
1,Canada,Canada,2020-11-18,311109,0,11186,311109,4641,827.65
59,British Columbia,Colombie-Britannique,2020-11-19,24958,0,321,24958,536,492.14
48,Alberta,Alberta,2020-11-19,42797,0,451,42797,1105,979.04
47,Saskatchewan,Saskatchewan,2020-11-19,5651,0,32,5651,98,481.16
46,Manitoba,Manitoba,2020-11-19,12482,0,198,12482,475,911.45
35,Ontario,Ontario,2020-11-19,99372,0,3443,99372,1210,682.19
24,Quebec,Québec,2020-11-19,128440,0,6744,128440,1207,1513.74
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-19,308,0,4,308,1,59.06
13,New Brunswick,Nouveau-Brunswick,2020-11-19,392,0,6,392,4,50.46
12,Nova Scotia,Nouvelle-Écosse,2020-11-19,1155,0,65,1155,1,118.9
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-19,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-19,26,0,1,26,1,63.64
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-19,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-19,74,0,0,74,4,190.82
99,Repatriated travellers,Voyageurs rapatriés,2020-11-19,13,0,0,13,0,
1,Canada,Canada,2020-11-19,315751,0,11265,315751,4642,840.0
59,British Columbia,Colombie-Britannique,2020-11-20,25474,0,331,25474,516,502.31
48,Alberta,Alberta,2020-11-20,43952,0,462,43952,1155,1005.46
47,Saskatchewan,Saskatchewan,2020-11-20,5804,0,33,5804,153,494.18
46,Manitoba,Manitoba,2020-11-20,12919,0,207,12919,437,943.36
35,Ontario,Ontario,2020-11-20,100790,0,3451,100790,1418,691.93
24,Quebec,Québec,2020-11-20,129699,0,6774,129699,1259,1528.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-20,311,0,4,311,3,59.63
13,New Brunswick,Nouveau-Brunswick,2020-11-20,401,0,6,401,9,51.62
12,Nova Scotia,Nouvelle-Écosse,2020-11-20,1160,0,65,1160,5,119.42
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-20,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-20,29,0,1,29,3,70.98
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-20,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-20,84,0,0,84,10,216.61
99,Repatriated travellers,Voyageurs rapatriés,2020-11-20,13,0,0,13,0,
1,Canada,Canada,2020-11-20,320719,0,11334,320719,4968,853.22
59,British Columbia,Colombie-Britannique,2020-11-21,26187,0,331,26187,713,516.37
48,Alberta,Alberta,2020-11-21,45288,0,471,45288,1336,1036.03
47,Saskatchewan,Saskatchewan,2020-11-21,6237,0,33,6237,433,531.05
46,Manitoba,Manitoba,2020-11-21,13304,0,217,13304,385,971.47
35,Ontario,Ontario,2020-11-21,102378,0,3472,102378,1588,702.83
24,Quebec,Québec,2020-11-21,130888,0,6806,130888,1189,1542.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-21,316,0,4,316,5,60.59
13,New Brunswick,Nouveau-Brunswick,2020-11-21,424,0,6,424,23,54.58
12,Nova Scotia,Nouvelle-Écosse,2020-11-21,1168,0,65,1168,8,120.24
11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-21,68,0,0,68,0,43.33
60,Yukon,Yukon,2020-11-21,29,0,1,29,0,70.98
61,Northwest Territories,Territoires du Nord-Ouest,2020-11-21,15,0,0,15,0,33.46
62,Nunavut,Nunavut,2020-11-21,109,0,0,109,25,281.07
99,Repatriated travellers,Voyageurs rapatriés,2020-11-21,13,0,0,13,0,
1,Canada,Canada,2020-11-21,326424,0,11406,326424,5705,868.4
59,British Columbia,Colombie-Britannique,2020-11-22,26813,0,331,26813,626,528.72
48,Alberta,Alberta,2020-11-22,46872,0,471,46872,1584,1072.26
47,Saskatchewan,Saskatchewan,2020-11-22,6473,0,33,6473,236,551.15
46,Manitoba,Manitoba,2020-11-22,13544,0,229,13544,240,989.0
35,Ontario,Ontario,2020-11-22,103912,0,3486,103912,1534,713.36
24,Quebec,Québec,2020-11-22,132042,0,6829,132042,1154,1556.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-22,319,0,4,319,3,61.16
